O*NET-SOC Code,Title,Description,TopSkills,SkillImportance,SoftwareTools,HotTechFlags
17-3025.00,Environmental Engineering Technologists and Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",Reading Comprehension|Active Listening|Critical Thinking|Active Learning|Speaking|Science|Monitoring|Writing|Mathematics|Learning Strategies,3.88|3.88|3.88|3.75|3.38|3.38|3.38|3.12|3.0|3.0,Site remediation management software|Gas dispersion model software|Microsoft SharePoint Server|Photogrammetric software|Regulatory compliance management software|Structure query language SQL|Autodesk AutoCAD Civil 3D|Environmental health and safety documentation software|Geographic information system GIS systems|LINDO Systems optimization modeling software|Microsoft Word|Simulation software|XP Software XPSWMM|Thermal indoor climate simulation software|Air dispersion modeling software,N|N|N|Y|Y|Y|Y|N|N|N|N|N|N|N|Y
17-3026.00,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",Reading Comprehension|Active Listening|Critical Thinking|Writing|Speaking|Mathematics|Active Learning|Monitoring|Science|Learning Strategies,3.88|3.88|3.88|3.12|3.12|3.12|3.12|3.12|3.0|2.75,AspenTech Aspen InfoPlus|Autodesk Inventor|Graphics editing software|VIA Information Tools MAN-IT|The MathWorks MATLAB|Cadence PSpice|EPLAN software|Dassault Systemes SolidWorks|Inlet Technologies Semaphore|ProModel|Programmable logic controller PLC software|Microsoft Office software|UNIX|National Instruments LabVIEW|MSC Software Nastran,N|N|N|N|N|Y|N|N|N|Y|N|Y|Y|N|N
17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",Reading Comprehension|Critical Thinking|Writing|Active Listening|Science|Speaking|Mathematics|Active Learning|Monitoring|Learning Strategies,4.12|4.0|3.75|3.62|3.62|3.38|3.38|3.38|3.38|3.0,Image analysis software|SPMLab|Microsoft Access|Optical imaging systems|Microsoft Excel|Microsoft Office software|Microsoft Windows|Microsoft Word|Simulation software|Microsoft PowerPoint,N|Y|Y|Y|Y|Y|Y|N|N|N
17-3027.00,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",Reading Comprehension|Active Listening|Critical Thinking|Speaking|Writing|Mathematics|Active Learning|Monitoring|Science|Learning Strategies,3.75|3.75|3.75|3.62|3.5|3.25|3.12|3.12|3.0|2.75,Autodesk AutoCAD Mechanical|Microsoft Visual Basic|Autodesk Inventor|Spectral Dynamics Star Modal|CNC Mastercam|Microsoft Word|Soft Servo Systems LadderWorks PLC|Dassault Systemes CATIA|Computerized numerical control CNC programming software|Finite element method FEM software|Stereolithography SLA rapid prototyping systems|Web browser software|Autodesk AutoCAD|Mathsoft Mathcad|PTC Pro/ENGINEER Mechanica,N|N|N|Y|N|N|Y|Y|Y|N|N|N|N|Y|N
17-3027.01,Automotive Engineering Technicians,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",Reading Comprehension|Speaking|Critical Thinking|Active Listening|Writing|Mathematics|Monitoring|Active Learning|Science|Learning Strategies,3.62|3.5|3.5|3.25|3.25|3.12|3.12|3.0|2.62|2.38,A&D Technology iTest|Autodesk AutoCAD Mechanical|Autodesk Inventor|IBM Notes|Microsoft Excel|Microsoft Office software|SAP software|Microsoft Word|Data acquisition software|National Instruments LabVIEW|PTC Creo Parametric,N|N|N|N|N|Y|Y|Y|N|N|Y
17-3028.00,Calibration Technologists and Technicians,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.",,,Minitab|Autodesk AutoCAD|The MathWorks MATLAB|Autodesk AutoCAD Civil 3D|Bentley MicroStation|MathWorks Simulink|Microsoft Outlook|Microsoft Project|Microsoft Excel|Microsoft Office software|Microsoft Word|Apple macOS|National Instruments LabVIEW|Dassault Systemes SolidWorks|Microsoft PowerPoint,Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N
17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other","All engineering technologists and technicians, except drafters, not listed separately.",,,,
17-3029.01,Non-Destructive Testing Specialists,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment.",Reading Comprehension|Active Listening|Critical Thinking|Monitoring|Writing|Active Learning|Speaking|Mathematics|Learning Strategies|Science,3.88|3.62|3.5|3.38|3.25|3.25|3.12|3.12|3.12|3.0,Geographic information system GIS systems|Microsoft Word|GE Sensing & Inspection Technologies Rhythm UT|Visualization Sciences Group VSG Avizo Fire|Dassault Systemes CATIA|Autodesk AutoCAD|SAP software|National Instruments NI Motion Assistant|Microsoft Access|National Instruments NI Vision Builder for Automated Inspection AI|Visualization Sciences Group VSG Open Inventor|Microsoft Excel|Microsoft Office software|National Instruments LabVIEW|Microsoft Outlook,Y|N|N|N|N|N|Y|Y|Y|Y|Y|Y|Y|N|N
17-3029.08,Photonics Technicians,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.",Reading Comprehension|Active Listening|Critical Thinking|Active Learning|Monitoring|Writing|Speaking|Mathematics|Learning Strategies|Science,3.5|3.38|3.38|3.25|3.25|3.12|3.12|2.75|2.75|2.5,Statistical analysis software|Microsoft Access|Web browser software|Autodesk AutoCAD|The MathWorks MATLAB|Facebook|ZEMAX Optical Design Program|Microsoft Excel|Microsoft Office software|SAP software|Microsoft Word|Data acquisition software|National Instruments LabVIEW|Dassault Systemes SolidWorks|Image processing software,Y|Y|N|N|Y|N|Y|Y|Y|Y|Y|N|Y|N|Y
17-3031.00,Surveying and Mapping Technicians,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist, to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps.",Reading Comprehension|Critical Thinking|Mathematics|Active Listening|Monitoring|Speaking|Writing|Active Learning|Learning Strategies|Science,3.62|3.5|3.25|3.12|3.12|3.0|2.88|2.88|2.75|2.38,3D Nature LLC World Construction Set|Autodesk Land Desktop|Autodesk AutoCAD Civil 3D|ESRI ArcCatalog|Geographic information system GIS systems|MicroSurvey Star*Net|SiteComp Survey|ESRI ArcIMS|Carlson SurvCADD|TRS Software TomCADD|Adobe Illustrator|RockWare ArcMap|Coordinate geometry COGO software|Trimble GPS Pathfinder Office|Tripod Data Systems COGO,N|N|N|N|Y|Y|N|Y|N|Y|N|N|N|N|N
19-1011.00,Animal Scientists,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",Reading Comprehension|Writing|Science|Critical Thinking|Active Listening|Speaking|Active Learning|Monitoring|Mathematics|Learning Strategies,4.12|4.0|4.0|4.0|3.88|3.88|3.88|3.75|3.38|3.25,Best Linear Unbiased Prediction BLUP|Tableau|Structured query language SQL|Microsoft Word|Oracle PeopleSoft|VSNi GenStat|Web browser software|Autodesk AutoCAD|Master Ration Calculator|SAS|Email software|FEEDLOT CALC|Microsoft Access|COWGAME|Microsoft Excel,Y|N|N|N|N|N|N|N|N|Y|N|N|Y|Y|Y
19-1012.00,Food Scientists and Technologists,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",Reading Comprehension|Critical Thinking|Active Learning|Active Listening|Writing|Speaking|Science|Monitoring|Mathematics|Learning Strategies,4.0|4.0|4.0|3.88|3.88|3.88|3.88|3.62|3.12|3.0,Tableau|Structured query language SQL|Microsoft Word|MDS Analytical Technologies GenePix Pro|SAP software|PathogenTracker|Marketo Marketing Automation|U.S. Department of Agriculture USDA National Nutrient Database|HubSpot software|Microsoft Access|Sensory Computer Systems SIMS|STATISTICA|Insightful S-PLUS|Microsoft Excel|Microsoft Office software,N|Y|Y|N|N|Y|N|Y|Y|Y|Y|Y|Y|N|N
19-1013.00,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",Reading Comprehension|Speaking|Science|Critical Thinking|Active Learning|Active Listening|Writing|Mathematics|Learning Strategies|Monitoring,4.0|4.0|4.0|4.0|4.0|3.88|3.88|3.25|3.25|3.25,Geographic information system GIS systems|Microsoft Word|National Resources Conservation Service NRCS PEDON Description Program PDP|PC-Progress HYDRUS|SPAW|SGeMS|Autodesk AutoCAD|IBM SPSS Statistics|LandSerf|SAS|GAEA Technologies WinSieve|Gstat|European Soil Erosion Model EUROSEM|Microsoft Access|GEOEAS,N|Y|N|Y|N|N|N|N|N|N|N|Y|N|N|Y
19-1021.00,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",Science|Reading Comprehension|Writing|Critical Thinking|Active Listening|Speaking|Active Learning|Learning Strategies|Mathematics|Monitoring,4.75|4.38|4.25|4.25|4.12|4.12|4.12|4.0|3.88|3.88,Molecular simulation software|Expression DNA and protein sequence software|Genetics computer group GSG software|PREMIER Biosoft Array Designer|Fujitsu MOPAC|Fujitsu BioMedCache|ESRI What if?|Gaussian software|Macroscopic diffusion software|Yet another scientific artificial reality application YASARA software|ItemTracker|Video analysis software|Microsoft Word|Adobe Photoshop|Dassault Systemes Abaqus,N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N
19-1022.00,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",Science|Reading Comprehension|Writing|Critical Thinking|Active Listening|Speaking|Active Learning|Learning Strategies|Monitoring|Mathematics,4.62|4.12|4.0|4.0|3.88|3.88|3.88|3.62|3.62|3.12,Gene recognition software|WHONET|Verity Software House ModFit LT|BD Biosciences CellQuest|BtB Software Mycobacteriology Lab|Microsoft Word|FindTarget|Laboratory information management system LIMS|Web browser software|Gene Finder|Protein Explorer|STARLIMS|SAP software|Database management software|DM2 Bills of Lading,N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
19-1023.00,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",Reading Comprehension|Active Listening|Writing|Speaking|Science|Critical Thinking|Active Learning|Monitoring|Mathematics|Learning Strategies,4.0|4.0|4.0|4.0|4.0|3.88|3.88|3.25|3.12|3.12,Geographic information system GIS systems|Microsoft Word|Web browser software|HATPRO|Global positioning system GPS software|Salesforce software|Database management software|SAS|Email software|Microsoft Access|Computer modeling software|Statistical software|Microsoft Excel|ESRI ArcGIS software|Microsoft Office software,N|N|N|N|Y|N|N|N|N|N|N|Y|Y|Y|Y
19-1029.00,"Biological Scientists, All Other",All biological scientists not listed separately.,,,,
19-1029.01,Bioinformatics Scientists,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",Reading Comprehension|Active Listening|Writing|Speaking|Science|Critical Thinking|Mathematics|Active Learning|Monitoring|Learning Strategies,4.38|4.0|4.0|4.0|4.0|4.0|3.88|3.88|3.38|3.0,NCBI RefSeq|Data visualization software|BioPerl|Genome Analysis Toolkit GATK|NoSQL|Ruby|The MathWorks MATLAB|Salesforce software|jQuery|Snakemake|Bioconductor software|dbSNP|Microsoft Office software|Apache HTTP Server|UNIX,N|Y|N|N|Y|N|Y|N|N|N|N|N|N|N|Y
19-1029.02,Molecular and Cellular Biologists,Research and study cellular molecules and organelles to understand cell function and organization.,Science|Reading Comprehension|Writing|Critical Thinking|Active Listening|Speaking|Active Learning|Learning Strategies|Mathematics|Monitoring,4.75|4.38|4.25|4.12|4.0|4.0|3.88|3.88|3.75|3.75,Gene Recognition and Assembly Internet Link GRAIL|FASTLINK|Microsoft Word|NetPrimer|Laboratory information management system LIMS|Web browser software|Minitab|Mathsoft Mathcad|Textco BioSoftware Gene Inspector|The MathWorks MATLAB|Adobe Illustrator|Wolfram Research Mathematica|GraphPad Software GraphPad Prism|ClustalW|Deoxyribonucleic acid DNA libraries,N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N
